index,stem,image_file,caption_file,prompt_file,caption
11,vanya_glam_011,vanya_glam_011.png,vanya_glam_011.txt,vanya_glam_011.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, front-facing close-up with calm confident gaze, sunlit palm grove, tasteful fitted sage green wrap dress, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
12,vanya_glam_012,vanya_glam_012.png,vanya_glam_012.txt,vanya_glam_012.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, side-profile portrait with soft smile, greenhouse filled with tropical plants, olive bodycon midi dress with natural fabric texture, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
13,vanya_glam_013,vanya_glam_013.png,vanya_glam_013.txt,vanya_glam_013.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, standing on a hill trail with wind in hair, lush tropical forest at golden hour, rust red resort dress with elegant neckline, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
14,vanya_glam_014,vanya_glam_014.png,vanya_glam_014.txt,vanya_glam_014.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, crouched gracefully near a fern cluster, rainforest trail with soft mist, earth-toned linen co-ord outfit, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
15,vanya_glam_015,vanya_glam_015.png,vanya_glam_015.txt,vanya_glam_015.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, hands clasped behind back in a garden path, sunlit palm grove, terracotta draped dress with clean silhouette, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
16,vanya_glam_016,vanya_glam_016.png,vanya_glam_016.txt,vanya_glam_016.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, one shoulder angled toward camera, editorial expression, greenhouse filled with tropical plants, black fitted editorial outfit with modest coverage, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
17,vanya_glam_017,vanya_glam_017.png,vanya_glam_017.txt,vanya_glam_017.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, relaxed seated pose beside a waterfall pool, lush tropical forest at golden hour, ivory sleeveless jumpsuit with simple gold jewelry, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
18,vanya_glam_018,vanya_glam_018.png,vanya_glam_018.txt,vanya_glam_018.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, walking barefoot on clean wet sand near palms, rainforest trail with soft mist, white linen shirt tied at waist with long skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
19,vanya_glam_019,vanya_glam_019.png,vanya_glam_019.txt,vanya_glam_019.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, standing with arms folded softly, sunlit palm grove, cream crop top with high-waist wide-leg trousers, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
20,vanya_glam_020,vanya_glam_020.png,vanya_glam_020.txt,vanya_glam_020.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, looking upward through forest light, greenhouse filled with tropical plants, forest green satin blouse and tailored skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
21,vanya_glam_021,vanya_glam_021.png,vanya_glam_021.txt,vanya_glam_021.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, standing three-quarter portrait with one hand on waist, lush tropical forest at golden hour, tasteful fitted sage green wrap dress, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
22,vanya_glam_022,vanya_glam_022.png,vanya_glam_022.txt,vanya_glam_022.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, walking through tall grass with confident stride, rainforest trail with soft mist, olive bodycon midi dress with natural fabric texture, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
23,vanya_glam_023,vanya_glam_023.png,vanya_glam_023.txt,vanya_glam_023.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, seated on a mossy stone with elegant posture, sunlit palm grove, rust red resort dress with elegant neckline, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
24,vanya_glam_024,vanya_glam_024.png,vanya_glam_024.txt,vanya_glam_024.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, over-the-shoulder look beside tropical leaves, greenhouse filled with tropical plants, earth-toned linen co-ord outfit, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
25,vanya_glam_025,vanya_glam_025.png,vanya_glam_025.txt,vanya_glam_025.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, leaning lightly against a tree trunk, lush tropical forest at golden hour, terracotta draped dress with clean silhouette, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
26,vanya_glam_026,vanya_glam_026.png,vanya_glam_026.txt,vanya_glam_026.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, kneeling beside wildflowers with relaxed expression, rainforest trail with soft mist, black fitted editorial outfit with modest coverage, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
27,vanya_glam_027,vanya_glam_027.png,vanya_glam_027.txt,vanya_glam_027.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, full-body runway-inspired stance on a forest path, sunlit palm grove, ivory sleeveless jumpsuit with simple gold jewelry, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
28,vanya_glam_028,vanya_glam_028.png,vanya_glam_028.txt,vanya_glam_028.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, waist-up portrait adjusting hair, greenhouse filled with tropical plants, white linen shirt tied at waist with long skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
29,vanya_glam_029,vanya_glam_029.png,vanya_glam_029.txt,vanya_glam_029.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, sitting on a wooden deck near greenery, lush tropical forest at golden hour, cream crop top with high-waist wide-leg trousers, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
30,vanya_glam_030,vanya_glam_030.png,vanya_glam_030.txt,vanya_glam_030.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, turning mid-step with flowing hair, rainforest trail with soft mist, forest green satin blouse and tailored skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
31,vanya_glam_031,vanya_glam_031.png,vanya_glam_031.txt,vanya_glam_031.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, front-facing close-up with calm confident gaze, sunlit palm grove, tasteful fitted sage green wrap dress, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
32,vanya_glam_032,vanya_glam_032.png,vanya_glam_032.txt,vanya_glam_032.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, side-profile portrait with soft smile, greenhouse filled with tropical plants, olive bodycon midi dress with natural fabric texture, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
33,vanya_glam_033,vanya_glam_033.png,vanya_glam_033.txt,vanya_glam_033.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, standing on a hill trail with wind in hair, lush tropical forest at golden hour, rust red resort dress with elegant neckline, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
34,vanya_glam_034,vanya_glam_034.png,vanya_glam_034.txt,vanya_glam_034.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, crouched gracefully near a fern cluster, rainforest trail with soft mist, earth-toned linen co-ord outfit, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
35,vanya_glam_035,vanya_glam_035.png,vanya_glam_035.txt,vanya_glam_035.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, hands clasped behind back in a garden path, sunlit palm grove, terracotta draped dress with clean silhouette, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
36,vanya_glam_036,vanya_glam_036.png,vanya_glam_036.txt,vanya_glam_036.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, one shoulder angled toward camera, editorial expression, greenhouse filled with tropical plants, black fitted editorial outfit with modest coverage, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
37,vanya_glam_037,vanya_glam_037.png,vanya_glam_037.txt,vanya_glam_037.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, relaxed seated pose beside a waterfall pool, lush tropical forest at golden hour, ivory sleeveless jumpsuit with simple gold jewelry, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
38,vanya_glam_038,vanya_glam_038.png,vanya_glam_038.txt,vanya_glam_038.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, walking barefoot on clean wet sand near palms, rainforest trail with soft mist, white linen shirt tied at waist with long skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
39,vanya_glam_039,vanya_glam_039.png,vanya_glam_039.txt,vanya_glam_039.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, standing with arms folded softly, sunlit palm grove, cream crop top with high-waist wide-leg trousers, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
40,vanya_glam_040,vanya_glam_040.png,vanya_glam_040.txt,vanya_glam_040.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, looking upward through forest light, greenhouse filled with tropical plants, forest green satin blouse and tailored skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
41,vanya_glam_041,vanya_glam_041.png,vanya_glam_041.txt,vanya_glam_041.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, standing three-quarter portrait with one hand on waist, lush tropical forest at golden hour, tasteful fitted sage green wrap dress, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
42,vanya_glam_042,vanya_glam_042.png,vanya_glam_042.txt,vanya_glam_042.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, walking through tall grass with confident stride, rainforest trail with soft mist, olive bodycon midi dress with natural fabric texture, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
43,vanya_glam_043,vanya_glam_043.png,vanya_glam_043.txt,vanya_glam_043.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, seated on a mossy stone with elegant posture, sunlit palm grove, rust red resort dress with elegant neckline, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
44,vanya_glam_044,vanya_glam_044.png,vanya_glam_044.txt,vanya_glam_044.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, over-the-shoulder look beside tropical leaves, greenhouse filled with tropical plants, earth-toned linen co-ord outfit, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
45,vanya_glam_045,vanya_glam_045.png,vanya_glam_045.txt,vanya_glam_045.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, leaning lightly against a tree trunk, lush tropical forest at golden hour, terracotta draped dress with clean silhouette, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
46,vanya_glam_046,vanya_glam_046.png,vanya_glam_046.txt,vanya_glam_046.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, kneeling beside wildflowers with relaxed expression, rainforest trail with soft mist, black fitted editorial outfit with modest coverage, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
47,vanya_glam_047,vanya_glam_047.png,vanya_glam_047.txt,vanya_glam_047.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, full-body runway-inspired stance on a forest path, sunlit palm grove, ivory sleeveless jumpsuit with simple gold jewelry, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
48,vanya_glam_048,vanya_glam_048.png,vanya_glam_048.txt,vanya_glam_048.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, waist-up portrait adjusting hair, greenhouse filled with tropical plants, white linen shirt tied at waist with long skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
49,vanya_glam_049,vanya_glam_049.png,vanya_glam_049.txt,vanya_glam_049.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, sitting on a wooden deck near greenery, lush tropical forest at golden hour, cream crop top with high-waist wide-leg trousers, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
50,vanya_glam_050,vanya_glam_050.png,vanya_glam_050.txt,vanya_glam_050.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, turning mid-step with flowing hair, rainforest trail with soft mist, forest green satin blouse and tailored skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
51,vanya_glam_051,vanya_glam_051.png,vanya_glam_051.txt,vanya_glam_051.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, front-facing close-up with calm confident gaze, sunlit palm grove, tasteful fitted sage green wrap dress, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
52,vanya_glam_052,vanya_glam_052.png,vanya_glam_052.txt,vanya_glam_052.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, side-profile portrait with soft smile, greenhouse filled with tropical plants, olive bodycon midi dress with natural fabric texture, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
53,vanya_glam_053,vanya_glam_053.png,vanya_glam_053.txt,vanya_glam_053.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, standing on a hill trail with wind in hair, lush tropical forest at golden hour, rust red resort dress with elegant neckline, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
54,vanya_glam_054,vanya_glam_054.png,vanya_glam_054.txt,vanya_glam_054.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, crouched gracefully near a fern cluster, rainforest trail with soft mist, earth-toned linen co-ord outfit, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
55,vanya_glam_055,vanya_glam_055.png,vanya_glam_055.txt,vanya_glam_055.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, slim athletic figure, hands clasped behind back in a garden path, sunlit palm grove, terracotta draped dress with clean silhouette, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
56,vanya_glam_056,vanya_glam_056.png,vanya_glam_056.txt,vanya_glam_056.prompt.txt,"iravanyaai, original fictional adult woman age 30, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, natural mature feminine figure, one shoulder angled toward camera, editorial expression, greenhouse filled with tropical plants, black fitted editorial outfit with modest coverage, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
57,vanya_glam_057,vanya_glam_057.png,vanya_glam_057.txt,vanya_glam_057.prompt.txt,"iravanyaai, original fictional adult woman age 32, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, toned hourglass figure, relaxed seated pose beside a waterfall pool, lush tropical forest at golden hour, ivory sleeveless jumpsuit with simple gold jewelry, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
58,vanya_glam_058,vanya_glam_058.png,vanya_glam_058.txt,vanya_glam_058.prompt.txt,"iravanyaai, original fictional adult woman age 34, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, petite curvy figure, walking barefoot on clean wet sand near palms, rainforest trail with soft mist, white linen shirt tied at waist with long skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
59,vanya_glam_059,vanya_glam_059.png,vanya_glam_059.txt,vanya_glam_059.prompt.txt,"iravanyaai, original fictional adult woman age 36, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, tall elegant figure, standing with arms folded softly, sunlit palm grove, cream crop top with high-waist wide-leg trousers, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
60,vanya_glam_060,vanya_glam_060.png,vanya_glam_060.txt,vanya_glam_060.prompt.txt,"iravanyaai, original fictional adult woman age 38, nature glamour influencer, South Asian inspired but not based on any real person, long dark wavy hair, expressive brown eyes, sun kissed skin, soft curvy figure, looking upward through forest light, greenhouse filled with tropical plants, forest green satin blouse and tailored skirt, hot and sexy fashion editorial energy, tasteful non explicit, photorealistic, elegant mature confidence"
